sentID;text;gold_elin;gold_lena;gold_oscar;gold_agg
337380;weighted percentage 00 00 00 00 percentage 00 00 00 00 00 0 lacks flextime lacks flextime demand for punctuality demand for punctuality fathers mothers fathers mothers 0000 0000 0000 that work does not allow leaving or visiting the workplace is a limiting working condition also in relation to children and family life .;DESCRIPTIVE;DESCRIPTIVE;IDEAL;DESCRIPTIVE
322993;0000/00:00 that the social father is the legal father, which spoke against an information about the donation being registered in the civil registry.;DESCRIPTIVE;NA;DESCRIPTIVE;DESCRIPTIVE
346913;in the hofmann case 00, the eg court stated that it was not in conflict with the equal treatment directive to offer mothers paid leave to take care of children for a period after childbirth without fathers being offered the same opportunity .;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
166820;the father and mother month has been introduced, which means that 00 days of the total days cannot be transferred to the other parent.;DESCRIPTIVE;DESCRIPTIVE;IDEAL;DESCRIPTIVE
349115;for the qualitative aspects of the survey, we selected three strategically interesting family situations: younger childless couples, parents of small children and divorced mothers and fathers.;NA;NA;NA;NA
93022;gainful employment is common for both mothers and fathers, and men's participation in responsibility for children and the home has increased.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
353943;about poor children, mothers and fathers and their encounter with philanthropy in hagalund 0000-0000.;NA;NA;NA;NA
75484;as this can be seen as discrimination against children of unmarried parents as well as fathers, the regulations should be reviewed so that even unmarried fathers are automatically considered to be the parent of their child already at the child's birth.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
348080;every illegitimate child and its mother would be supervised after 0000 by a child welfare officer who would also see to finding the father of the child and making him pay maintenance.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
15218;for children when the father is unknown or a parent is deceased and child pension is not issued.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
333278;passive paternity is sometimes the intention that the biological mother and her partner jointly take care of the child as its parents without the biological father participating.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
198044;the most natural would of course be for the child's father to be present already at the midwifery clinic and for the father to be registered there.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
319876;according to that provision, a child who is born abroad and who has a Swedish father can, under certain conditions, acquire Swedish citizenship by notifying the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
91716;furthermore, statistics presented by jusek show that young fathers want to be on parental leave to a greater extent, but that the low set ceiling in the parental insurance makes it more difficult to take out the parental insurance between the parents more evenly as the man is usually the best-paid and the family thus loses financially if the father stays at home .;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
154758;the remaining proportion lives apart from one parent, usually from the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
77192;"a new teenage mother, where the father shirked his responsibility, should not be left alone; the surrounding community must be there to listen, help and support.";IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
364124;the child simply does not want to be with the father every other week, every other weekend or whatever, but still has to because the father has either shared custody or visitation rights.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
61355;one way to get at this type of contribution fraud could be to carry out a dna test of the children when mothers repeatedly claim that the father is unknown.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
353649;00 time with the children decreases sharply when the children get older for both mothers and fathers.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
96279;we want to return to the previous level of 00 percent in parental insurance and we want to make it possible for mothers who are single at the time of the child's birth to leave the 00 ``father days'' to someone other than the father.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
320234;parents with an immigrant background are met based on an interpretive framework that assumes that Swedish men/fathers are generally different from immigrants and above all not (equally) patriarchal.;IDEAL;IDEAL;DESCRIPTIVE;IDEAL
310382;the parent's name as unmarried or the mother's or father's middle name (lu 0000/00:00 p. 00–00).;NA;NA;NA;NA
92614;the law committee has stated on a couple of previous occasions that it believes that the current order provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child (0000/00: lu0 and 0000/00: lu00) .;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
47821;from the above section 0 it also appears that a majority (about two thirds) of mothers and fathers whose children live alternately are not satisfied with how the child support is currently paid in cases where one of them receives the entire support.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
154996;acquisition of Swedish citizenship at birth § 0 a child acquires Swedish citizenship at birth, if 0. the mother is a Swedish citizen, 0. the father is a Swedish citizen and the child is born in Sweden, 0. the father is a Swedish citizen and married to the child's mother, 0. the father is deceased but was a Swedish citizen at the time of his death and the child was born in Sweden, or 0. the father is deceased but at the time of his death was a Swedish citizen and married to the child's mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
338269;if in such cases the child and youth psychiatry turns to the father to obtain approval for treatment, the father is given the opportunity to find the child and his mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
337043;here it turns out that mothers and fathers spend the same amount of time at work when we add up paid work, travel times, overtime and housework, namely 00 hours a week.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
309914;000 the descent principle and the territorial principle sou 0000:00 § 0 birth to parents with § 0 stateless child Swedish citizenship § 0 adopted child § 0 marriage of parents § 0 notification of the father § 00 (partially) children to citizens according to § 0 § 0 found child § 0 notification for children with domicile § 0 notification of person who has turned 00 but not 00 § 0 recovery for former citizens § 00 (partially) children of citizens according to §§ 0–0 § 00 § naturalization § 00 exemption from naturalization requirements § 00 naturalization of applicant's children 00 § notification of Nordic citizens § 00 recovery for Nordic citizens the majority of the provisions on the acquisition of Swedish citizenship cannot be categorized as an expression of either the descent principle or the territorial principle.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
277672;members of the islamist movement pursue mirna and her mother to get at the father.;NA;NA;NA;NA
298497;this because there are no other family constellations where there are two fathers or two mothers of a child.;DESCRIPTIVE;DESCRIPTIVE;NA;DESCRIPTIVE
168991;00 0 birth registration of newborn children whose parents are not registered government proposal: a newborn child must be registered if the mother is registered in Sweden or if the father is a guardian and registered in this country.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
309668;what is said about the father also applies to the person who is a parent according to chapter 0.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
336819;00 0.0.0 summary it is thus clear that single mothers in Sweden during the most recently completed decade lived under less favorable economic conditions than other groups of comparable ages in society (single fathers, single people without children and living with their respective without children ) .;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
150153;current wording proposed wording § 0 a child acquires Swedish citizenship at birth, if 0. the mother is a Swedish citizen, 0. the father is a Swedish citizen and the child is born in Sweden, 0. the father is a Swedish citizen and married to the child's mother, 0. the father is deceased but at the time of his death was a Swedish citizen and the child was born in Sweden, or 0. the father is deceased but at the time of his death was a Swedish citizen and married to the child's mother.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
97013;we believe that 00 days should continue to be set aside for each father and mother - this mainly as a marking of the children's right to both their parents and the shared responsibility.;IDEAL;IDEAL;IDEAL;IDEAL
86248;a principle of equal rights should prevail, with the possibility for the parents to hand over to each other, however, three months must be kept by each parent, i.e. three father's and mother's months respectively.;IDEAL;IDEAL;IDEAL;IDEAL
301513;differences in student conditions between schools are taken into account by first estimating annual grade regressions where we control for the students' gender, dummy variables for month of birth, dummy variables for country of birth, indicators for whether the student's parents were born in the Nordics or outside the Nordics, the mother's and father's age at the child's birth, the student's birth order, the number of siblings, indicator for whether the parents have separated before starting school, dummy variables for the mother's and father's highest level of education, the mother's and father's income at age 00–00, indicators for missing data on the mother or the father, and school-fixed effects.;NA;NA;NA;NA
299984;the consequences of a termination of paternity, especially if it occurs when the child has had time to establish family ties with the father, can be disruptive and unfortunate both for the child and for the man who considers himself the child's father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
307064;this can mean that for the father there are only predominantly minimum level days left, which can be a cause of conflict between separated parents and affect the father's opportunity for parental leave and contact with the child.;DESCRIPTIVE;DESCRIPTIVE;IDEAL;DESCRIPTIVE
322925;that the legal father was also the genetic father was in itself desirable but it was not considered necessary.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
107922;this despite the fact that the fathers who have the courage to pursue a legal process to be allowed to live with their children are probably at least as involved in the children's daily care as the children's mothers.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
64047;in the isf report, double-day fathers' way into parental allowance, it is concluded that fathers' withdrawals during the child's first year of life have increased and that fathers who previously chose not to take out parental allowance have now started to take out days.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
351552;Both the marriage rate and the divorce rate are low, but the proportion of single parents is high, and here, as in Bergslagen, single fathers are relatively common.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
296736;in a ruling, a mother and her three children, who annually spend eight months in Egypt for the children's schooling and four months in Sweden, where the father lives and works and where the family's common residence is also located, have been considered, guided by the principles of public accounting have their domicile in Sweden.00 in another case which concerned dual residence for a single person, the court pointed out various factors to assess the concept of actual domicile.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
318351;"I have seen the same pattern in an interview study with working mothers, who consistently expressed a desire for greater participation on the part of the husband/father (elvin-nowak, 0000; 0000).";DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
194450;however, the father does not become a father in the eyes of the law until many months later, when the child is born, which of course is very strange.;IDEAL;NA;IDEAL;IDEAL
64161;in those cases a man learns that a child has been born that he could be the father of, it should be both possible and easy for him to have it investigated as to whether he is the father of the child.;IDEAL;IDEAL;IDEAL;IDEAL
305118;from these it appears that the mother, who on the one hand was originally the recipient of the allowance since the child was born, later for various reasons does not want to share half of the allowance with the father if the child lives alternately after a separation.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
301491;school quality is measured as school-fixed effects from annual regressions of students' grades in core subjects at upper secondary school with control for siblings' grades, students' gender, dummy variables for month of birth, dummy variables for country of birth, indicators for whether the student's parents were born in the Nordics or outside the Nordics, mother's and father's age at the child's birth, the student's birth order, the number of siblings, indicator for whether the parents have separated before starting school, dummy variables for the mother's and father's highest level of education, the mother's and father's income at 00–00 years.;NA;NA;NA;NA
314266;it said that a Lapp was someone who had Lappish ancestry, but only insofar as the father or his father ran reindeer herding as a permanent occupation, without at the same time farming or building new homes.;DESCRIPTIVE;NA;NA;NA
316882;the big difference in income is that between mothers and fathers.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
98991;the Riksdag requests that the government submit a proposal for an amendment so that mothers who are single at the time of the child's birth can transfer the special ``father's days'' in the parental insurance to someone other than the father, in accordance with what is stated in the motion.;NA;IDEAL;DESCRIPTIVE;NA
93355;are important tools for empowering mothers and fathers in their new roles and can also have a positive impact on fathers' participation.;IDEAL;IDEAL;IDEAL;IDEAL
167037;among men, fathers of children under the age of 0 work the most and among women, mothers of children of school age work the most.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
26877;citizenship a foreign child, whose father has been a Swedish citizen since the child's birth, can receive Swedish citizenship after notification, if the father has received custody of the child by judgment alone or jointly with the mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
98776;the idea behind the motion was that above all the mothers who are alone at the time of the child's birth - about 0% of the children who are born - should be able to be relieved by a person other than the biological father.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
139078;however, one can discern a slightly worse relationship with the father in, among other things, children in households with at most post-secondary education and children with parents with a foreign background, compared to children in households with post-secondary education and a Swedish background, respectively.;DESCRIPTIVE;IDEAL;IDEAL;IDEAL
329275;if an unborn child dies after the end of the twenty-second week of pregnancy, the father or the parent who is not the child's mother is entitled to a special family allowance if he or she refrains from gainful employment.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
355332;the prerequisites according to this paragraph are that the father must have been a Swedish citizen since the time of the child's birth and that according to the rules of the Parental Code he has custody of the child alone or jointly with the child's mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
28432;according to the committee, childcare makes it possible for parents, mothers as well as fathers, to combine parenthood and gainful employment.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
351422;dad gets physical therapy every day to keep his joints working ... 000 views , complaints and reports | after just under a month in the hospital-affiliated care, the father is considered to have been medically treated.;NA;NA;NA;NA
202753;we must work from below, ensure that all children are brought up with mothers and fathers present.;IDEAL;IDEAL;IDEAL;IDEAL
125602;in such cases it applies that the genetic father must instead be determined as the father of the child and that the intended parent needs to carry out an adoption in order to become the legal parent.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
209922;an example is a girl whose mother was murdered by the father when the girl was an infant.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
82963;as justification, the committee stated that the current order provides reassuring guarantees that it is really the biological father and not someone else who is determined to be the father of a child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
317020;000 unpaid home work and father policy sou 0000:00 nad increased sharply even among separated parents at the same time as children's living with and contact with the social parent (which in most cases is the father) has also increased.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
331214;single parents with social benefits based on citizenship and refugee status number of single mothers year all Swedish foreign refugee households households within households 0000 00 000 00 000 0 000 0 000 0000 00 000 00 000 0 000 0 000 0000 00 000 00 000 00 000 0,000 0000 00 000 00 000 0 000 0 000 average payment (current prices) 0000 00 000 00 000 00 000 00 000 0000 00 000 00 000 00 000 00 000 number of single fathers year all Swedish foreign refugee households in households 0000 0 000 0 000 000 000 0000 0 000 0 000 0 000 000 0000 0 000 0 000 0 000 000 0000 0 000 0 000 0000 000 average payout (current prices) 0000 00 000 00 000 00 000 00 000 0000 00 000 00 000 00 000 00 000 i refers to households where one of the adults is a foreign citizen.;NA;NA;NA;NA
353672;this crisis has hit single mothers and fathers harder than other groups (which we will return to later) and their unemployment rate is higher than for corresponding married/cohabiting parents.;DESCRIPTIVE;NA;DESCRIPTIVE;DESCRIPTIVE
316341;invoked by the mother serious 000 cooperation difficulties violence/threats against the parent 00 the child's attitude 00 no communication 00 abuse 00 refusal of contact 00 the principle of continuity 00 violence/threats against the child 00 opposes contact 00 the children feel bad about 00 contact 0 00 00 00 00 000 000 000 number of targets 000 sou 0000:00 review of judgments regarding custody, accommodation and access invoked by the father opposes access 00 cooperation difficulties 00 not so serious child's attitude 00 serious 00 cooperation difficulties lack of care 00 bad information 00 no communication 00 violence/threats against the parent 00 other 00 mental illness 00 0 00 00 00 00 000 000 number of cases 000 review of judgments regarding custody, accommodation and access sou 0000:00 the investigation in the case was the child in the case heard?;NA;DESCRIPTIVE;NA;NA
73849;employers who consider paternity leave to be a maximum of two months, coworkers who are misunderstanding, mothers who consider parental leave to be their time and bvc staff who forget the father in the conversation.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
51002;the value 0.00 for ``father's education longer than 00 years'' means that the person who has a very highly educated father has 0 times higher probability of having a high grade in mathematics compared to the reference group ``father's education shorter than 0 years '' .;DESCRIPTIVE;NA;DESCRIPTIVE;DESCRIPTIVE
72433;overall, today there are approximately 0.0 million children aged 0–00 years, of these approximately 00 percent have separated parents and one in three of these lives alternately with the mother and the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
219610;I am the granddaughter of a woman who, when she and her two-year-old daughter were left by the husband and father in the family, were forced to move home with their parents, because someone had to take care of the girl when she herself worked and supported herself and her daughter.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
333122;the first study in the field that dealt with this question is the aforementioned study by green on children of homosexual mothers and transsexual fathers from the mid-0000s.;NA;DESCRIPTIVE;NA;NA
299905;in an announcement in the year 0000, the Riksdag stated that it is of great importance that the system in place for investigations of paternity for unmarried people provides reassuring guarantees that it is indeed the genetic father and not someone else who is determined to be the father.0 at the same time the Riksdag emphasizes the importance of paternity matters being handled in as simple a manner as possible with regard to the child's interests and in forms that cannot be perceived as violating privacy (rskr.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
337371;the child lives with both his mother and father and we have interviewed the child in the father's household.;NA;NA;DESCRIPTIVE;NA
336942;this means that for individual single mothers, where the child lives a relatively large proportion of the time with the father, there can be a significant positive effect for the economy.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
313917;the issue can also be relevant in the case of children of unmarried, cohabiting parents where the father is also the guardian.;DESCRIPTIVE;NA;DESCRIPTIVE;DESCRIPTIVE
234935;before it was decided that the father had to take a month, there were actually quite a few fathers who took paternity leave.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
301464;in the model used to create the prediction, the student's merit value is determined by the following variables: the students' gender, dummy variables for month of birth, dummy variables for country of birth, indicators for whether the student's parents were born in the Nordics or outside the Nordics, the age of the mother and father at the time of the child's birth, the student's birth order, the number of siblings, indicator for whether the parents have separated before starting school, dummy variables for the mother's and father's highest level of education, the mother's and father's income at age 00–00, indicators for missing data on the mother or father and school fixed effects.;NA;NA;NA;NA
75453;parents, and not least unmarried men who become fathers, have obligations but also rights.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
289584;if both the father and mother have a high level of education, fathers take longer leave.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
79672;the mother's reluctance to separate the child's needs from her own disappointment that the relationship with the father has ended is an increasingly common description of reality that separated fathers of young children can tell about.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
297219;as the cooperation between the parents looks like today and the shortcomings regarding the child's mother that are documented in child and family investigations, we propose that the father should have sole custody of the child in order to secure the child's home conditions and achieve stability.;DESCRIPTIVE;IDEAL;DESCRIPTIVE;DESCRIPTIVE
75971;it is clear when you study how the continued relationship with the father is after a separation, depending on whether he was the primarily responsible parent for some time during the first years of the child's life or not.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
317160;further reference is made to research that shows that an early established and close relationship between father and child is beneficial, both for the father and the child, and provides a good basis for the continued relationship.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
285767;if only the father was a Swedish citizen, he was required to be married to the child's mother in order for the child to receive the father's citizenship at birth.00 a stateless child who was born in Sweden would, according to the proposal, be able to obtain Swedish citizenship by notification if the child had a permanent residence permit in Sweden and domiciled here.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
11184;according to the petitioners, it should be possible to grant maintenance support to a woman and mother exposed to crime in certain cases without her application for maintenance support and thus address information being communicated to the father liable for maintenance.;IDEAL;DESCRIPTIVE;DESCRIPTIVE;IDEAL
56467;﻿on 00 February interpellation 0000/00:00 legislation for the child's right by agneta luttropp ( mp ) to the Minister of Justice beatrice ask ( m ) when a child loses a parent through the mother or father being murdered by the other parent it means a trauma and a indescribable grief for the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
106692;research shows that an early established and close relationship between father and child is beneficial for both father and child and provides a good foundation for the relationship for the rest of their lives.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
335508;kronor per month cohabiting single mother single father net salary subject to contributions 00 000 0 000 00 000 child support 000 000 0 housing benefit 0 0 000 0 maintenance support 0 000 -0 000 disposable income 00 000 00 000 0 000 parents 00 000 0 000 0 000 children 0 000 0,000 0 child care maximum rate 000,000 0 expenses family in total 00,000 00,000 0,000 for other consumption 0,000 0,000 0,000 in low-income families with two children – two and four years old – the cohabitants and the single father liable to support have less left for other consumption than in the example with a child (table 0.0).;NA;DESCRIPTIVE;DESCRIPTIVE;NA
66611;in the debate it has been put forward as an argument for maintaining the current regulations, among other things, that the current order provides reassuring guarantees that it is indeed the biological father and not someone else who is determined to be the father of a child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
350131;0apps' participation fathers have in recent years increased their participation in parenting groups/training, but it is mainly first-time fathers who participate.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
342253;00 taking parental leave in Sweden appendix 00 to lu 0000 diagram 0.0 average proportion of fathers who take parental leave during the child's first two years of life divided by the father's and mother's education level 0.00 0.00 father : primary school leave 0.00 father : high school 0.00 father : college takes 0.00 as 0.00 fathers 0.00 0.00 share 0.00 0.00 0.00 elementary school high school high school mother's education level source: rfv, the linda database and own calculations.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
110444;according to current regulations, the parent who has only been granted visitation rights must cover the entire travel cost when he (it is often the father) is to meet the child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
291180;the fact that it can be faster for some genetic fathers to be established as a child's legal father also does not mean a solution to the other problems that can arise in the event of a surrogate arrangement abroad.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
294415;as before, compensation was paid when the parent refrained from gainful employment in connection with the child's illness and when the father stayed at home to take care of the child in the event of another child being born in the family.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
108499;children whose fathers come from countries that have developed insurance coverage will, however, enjoy that country's insurance benefits, while children whose mother or father comes from e.g.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
309667;automatic acquisition according to § 0 medbl, a child automatically acquires Swedish citizenship at birth if 0. the mother is a Swedish citizen, 0. the father is a Swedish citizen and the child is born in Sweden, 0. the father is a Swedish citizen and married to the child's mother, 0. the father is deceased, but at his death was a Swedish citizen and the child was born in Sweden, or 0. the father is deceased, but at his death was a Swedish citizen and married to the child's mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
334169;American research has shown how homosexual fathers, unlike homosexual mothers, describe great difficulties in telling their children about this.;NA;DESCRIPTIVE;NA;NA
85836;according to the welfare accounts committee, however, it is the case that mothers to a greater extent than fathers have more limited working conditions and to a lesser extent the right to flexible working hours.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
352181;among them were men, women and children, young and old, fathers and mothers, sons and daughters, spouses and siblings.;NA;NA;NA;NA
64160;it happens that the father is not informed that he has become the father of a child, there are also cases where it is uncertain which man is the father of a child.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
45103;"of the then total of 000 days for which parental allowance could be left, there were 00 days at the level of sickness allowance for each parent that could not be transferred to the other parent, usually called ""father and mother's month"".";DESCRIPTIVE;NA;IDEAL;DESCRIPTIVE
317052;particularly positive is the development of alternating living, which in principle means that mothers and fathers share equally the care responsibilities and the unpaid housework that everyday life with children entails.;IDEAL;DESCRIPTIVE;IDEAL;IDEAL
331139;families with single mothers are more vulnerable than families with single fathers.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
283424;the average leave period is calculated by the ratio of the total number of paternity days taken during a calendar year and the number of persons, fathers or corresponding co-parents, who have taken paternity leave during the year.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
156330;the remaining proportion lives apart from one parent, usually from the father.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
233736;the father is also young, and it is already over between him and Klara's mother.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
23315;maintenance support is paid in cases where the father is unknown, a parent is deceased and child pension is not paid, the maintenance parent does not meet his payment obligations or the parents are living separately and have a combined income that falls below a certain level, which means that the petitioners are advocating a form of income testing of both the parents .;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
77557;in the Swedish Citizenship Act (0000:00) the following is stated about acquisition of Swedish citizenship at birth: Section 0 a child acquires Swedish citizenship at birth, if the mother is a Swedish citizen, the father is a Swedish citizen and the child is born in Sweden, the father is a Swedish citizen and married to the child's mother, the father is deceased but at the time of his death was a Swedish citizen and the child was born in Sweden, or the father is deceased but at the time of his death was a Swedish citizen and married to the child's mother.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
56590;if the father dies during the pregnancy, and paternity is established, the child has the right to inherit his father on the same terms as any siblings, that is, the inheritance falls out upon the mother's death.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
355308;firstly, it was considered that the relationship between a father and his child born out of wedlock can vary to such an extent that paternity alone could not justify the child receiving the father's citizenship.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
304443;when the father is unknown, a parent has died, a parent lives abroad, a parent who has adopted alone or a parent who has been inseminated.;NA;DESCRIPTIVE;DESCRIPTIVE;NA
30777;such quotas within the framework of the current parental insurance would, however, in many cases mean an increased burden for both mothers and children in cases where fathers, for various reasons, cannot or do not want to take advantage of the possibility of leave.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
290908;what is essential for the application of the exception is that the child in the country of residence has no other legal parents than the genetic father and his possible partner.;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE;DESCRIPTIVE
