	prompt	prediction	gold_elin	gold_lena	gold_oscar	gold_agg
306		NA	NA	ACTIVE_POS_OTHER	NA	NA
307		NA	NA	NA	NA	NA
308		NA	ACTIVE_POS_OTHER	PASSIVE	NA	NA
309		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
310		ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING
311		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
312		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
313		NA	ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE
314		NA	NA	PASSIVE	PASSIVE	PASSIVE
315		NA	NA	PASSIVE	NA	NA
316		NA	NA	NA	PASSIVE	NA
317		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
318		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
319		NA	NA	NA	PASSIVE	NA
320		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
321		NA	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
322		NA	NA	NA	NA	NA
323		NA	ACTIVE_NEG	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
324		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
325		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
326		ACTIVE_POS_OTHER	NA	NA	NA	NA
327		ACTIVE_POS_CARING	PASSIVE	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
328		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
329		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
330		NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
331		NA	PASSIVE	ACTIVE_POS_OTHER	PASSIVE	PASSIVE
332		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_OTHER
333		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
334		NA	ACTIVE_NEG	PASSIVE	PASSIVE	PASSIVE
335		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
336		NA	NA	ACTIVE_NEG	PASSIVE	ACTIVE_NEG
337		NA	NA	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
338		ACTIVE_POS_OTHER	ACTIVE_NEG	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING
339		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
340		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
341		NA	PASSIVE	ACTIVE_NEG	PASSIVE	PASSIVE
342		NA	PASSIVE	PASSIVE	PASSIVE	PASSIVE
343		NA	NA	PASSIVE	PASSIVE	PASSIVE
344		ACTIVE_POS_OTHER	PASSIVE	PASSIVE	PASSIVE	PASSIVE
345		ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG	ACTIVE_NEG
346		NA	NA	NA	NA	NA
347		NA	NA	PASSIVE	PASSIVE	PASSIVE
348		ACTIVE_POS_OTHER	ACTIVE_POS_OTHER	ACTIVE_POS_CARING	ACTIVE_POS_CARING	ACTIVE_POS_CARING
349		NA	NA	ACTIVE_POS_OTHER	NA	NA
