sentID;text_clean;elin;lena;oscar;agg
28432;enligt utskottet möjliggör barnomsorgen för föräldrar , mödrar såväl som fäder , att förena föräldraskap och förvärvsarbete .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
202753;vi måste arbeta under­ifrån , se till att alla barn får en uppfostran med närvarande mödrar och fäder .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
125602;i sådana fall gäller att den genetiske fadern i stället ska fastställas som far till barnet och att den tilltänkta föräldern behöver genomföra en adoption för att bli rättslig förälder .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
209922;ett exempel är en flicka vars mamma blev mördad av pappan när flickan var spädbarn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
82963;som motivering har utskottet anfört att den nuvarande ordningen ger betryggande garantier för att det verkligen är den biologiske fadern och inte någon annan som fastställs som far till ett barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
317020;000 obetalt hemarbete och pappapolitik sou 0000:00 nad ökat kraftigt även bland separerade föräldrar samtidigt som barns boende hos och kontakter med umgängesföräldern ( som i de flesta fall är pappan ) också har ökat .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
73849;arbetsgivare som anser att pappaledigheten är max två månader , arbetskamrater som är oförstående , mammor som anser att föräldraledigheten är deras tid och bvc-personal som glömmer pappan i samtalet .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
72433;totalt sett finns det idag ca 0,0 miljoner barn i åldern 0–00 år , av dessa har ungefär 00 procent separerade föräldrar och var tredje av dessa bor växelvis hos modern respektive fadern .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
219610;jag är barnbarn till en kvinna som när hon med sin tvååriga dotter blev lämnad av mannen och pappan i familjen tvingades flytta hem till sina föräldrar , för någon var ju tvungen att ta hand om flickan när hon själv jobbade och försörjde sig själv och sin dotter .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
336942;detta innebär att det för enskilda ensamstående mödrar , där barnet bor en relativt stor andel av tiden hos fadern , kan finnas en betydande positiv effekt för ekonomin .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
234935;innan man bestämde att pappan måste ta ut en månad så var det faktiskt ganska många pappor som tog ut föräldrale- dighet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
75453;föräldrar , och inte minst ogifta män som blir fäder , har skyldigheter men också rättigheter .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
289584;om både pappan och mamman har hög utbildning tar pappor ut längre ledighet .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
79672;moderns ovilja att skilja barnets behov från sin egen besvikelse över att relationen med pappan upphört är en alltmer vanligt förekommande verklighetsbeskrivning som separerade småbarnspappor kan berätta om .;EXPLICIT;IMPLICIT;IMPLICIT;IMPLICIT
297219;som samarbetet mellan föräldrarna ser ut i dag och det brister gällande barnets mamma som finns dokumenterade i barn och familjs utredningar gör att vi föreslår att pappan ska ha ensam vårdnad om barnet för att trygga bar- nets hemförhållanden och få en stabilitet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
75971;det framgår klart när man studerar hur den fortsatta relationen blir med fadern efter en separation , beroende på om han varit huvudansvarig förälder någon tid under de första åren i barnets liv eller inte .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
317160;vidare hänvisas till forskning som visar att en tidigt etablerad och nära relation mellan fader och barn är gynnsam , både för fadern och barnet och ger en god grund för den fortsatta relationen .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
285767;om endast fadern var svensk medborgare kräv- des att han var gift med barnets mor för att barnet vid födelsen skulle få faderns medborgarskap.00 ett statslöst barn som föddes i sverige skulle enligt förslaget kunna få svenskt medborgarskap genom anmälan om barnet hade perma- nent uppehållstillstånd i sverige och hemvist här .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
11184;det bör enligt motionärerna införas en möjlighet att i vissa fall utge underhållsstöd till en brottsutsatt kvinna och moder utan att hennes ansökan om underhållsstöd och därmed adressuppgifter kommuniceras med den bidragsskyldige fadern .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
56467;﻿den 00 februari interpellation 0000/00:000 lagstiftning för barnets rätt av agneta luttropp ( mp ) till justitieminister beatrice ask ( m ) när ett barn förlorar en förälder genom att mamman eller pappan blir mördad av den andra föräldern innebär det ett trauma och en obeskrivlig sorg för barnet .;EXPLICIT;IMPLICIT;IMPLICIT;IMPLICIT
106692;forskning visar att en tidigt etablerad och nära relation mellan fader och barn är gynnsam både för fadern och barnet och ger en god grund för relationen under resten av livet .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
66611;i debatten har det som argument för bibehållandet av nuvarande regelverk bland annat framförts att den nuvarande ordningen ger betryggande garantier för att det verkligen är den biologiske fadern och inte någon annan som fastställs som far till ett barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
350131;0appornas deltagande papporna har under senare år ökat sitt deltagande i föräldragrup- per/utbildning , men det är främst förstagångspappor som deltar .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
110444;enligt nuvarande bestämmelser måste den förälder som bara fått umgänges­rätt stå för hela resekostnaden när han ( det är ofta fadern ) ska träffa barnet .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
291180;det för- hållandet att det kan gå snabbare för en del genetiska fäder att fast- ställas som ett barns rättsliga far innebär dessutom ingen lösning på de andra problem som kan uppkomma vid ett surrogatarrangemang i utlandet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
294415;liksom tidigare utgick ersättning när föräldern avstod från förvärvsarbete i samband med sjukdom hos barnet samt när pappan stannade hemma för att ta hand om barn vid annat barns födelse i familjen .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
108499;barn vars fäder kommer från länder som har ett utvecklat försäkringsskydd kommer dock i åtnjutande av det landets försäkringsförmåner , medan barn vars mamma eller pappa kommer från t.ex .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
309667;automatiskt förvärv enligt 0 § medbl förvärvar ett barn automatiskt svenskt medborgar- skap vid födelsen om 0. modern är svensk medborgare , 0. fadern är svensk medborgare och barnet föds i sverige , 0. fadern är svensk medborgare och gift med barnets mor , 0. fadern är avliden , men vid sin död var svensk medborgare och barnet föds i sverige , eller 0. fadern är avliden , men vid sin död var svensk medborgare och gift med barnets mor .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
64160;det förekommer att fadern inte upplyses om att han blivit far till ett barn , det finns även fall där det är osäkert vilken man som är far till ett barn .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
317052;särskilt positiv är utveck- lingen av växelvis boende , som i princip innebär att mödrar och fäder delar lika på omsorgsansvaret och det obetalda hemarbete som vardagslivet med barn för med sig .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
331139;familjer med ensamstående mödrar är mer utsatta än familjer med ensamstående fäder .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
283424;den genomsnittliga ledig- hetsperioden beräknas genom kvoten av totalt antal uttagna pappa- dagar under ett kalenderår och antalet personer , fäder eller motsva- rande medförälder , som tagit ut pappaledighet under året .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
156330;resterande andel lever skild från den ena föräldern , oftast från pappan .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
23315;underhållsstödet utgår i de fall där fadern är okänd , en förälder är avliden och barnpension inte utgår , underhållsföräldern inte sköter sina betalningsförpliktelser eller föräldrarna är särlevande och har en sammanlagd inkomst som understiger en viss nivå , vilket innebär att motionärerna förespråkar en form av inkomstprövning av båda föräldrarna .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
77557;i lagen ( 0000:00 ) om svenskt medborgarskap står följande om förvärvande av svenskt medborgarskap vid födsel : 0 § ett barn förvärvar svenskt medborgarskap vid födelsen , om modern är svensk medborgare , fadern är svensk medborgare och barnet föds i sverige , fadern är svensk medborgare och gift med barnets mor , fadern är avliden men vid sin död var svensk medborgare och barnet föds i sverige , eller fadern är avliden men vid sin död var svensk medborgare och gift med barnets mor .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
56590;om fadern avlider under graviditeten , och faderskapet är fastställt , har barnet rätt att ärva sin far på samma villkor som eventuella syskon , det vill säga att arvet faller ut vid moderns död .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
355308;för det första ansåg man att samhörigheten mellan en far och hans barn fött utom äktenskap kan variera i sådan utsträckning att själva faderskapet inte ensamt kunde motivera att barnet får faderns medborgarskap .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
30777;en sådan kvotering inom ramen för den nuvarande föräldraförsäkringen skulle dock i många fall innebära en ökad belastning för såväl mödrar som barn i de fall där fäder av olika anledningar inte kan eller inte vill utnyttja möjligheten till ledighet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
290908;det väsentliga för undantagets tillämpning är att barnet i hemvistlandet inte har några andra rättsliga föräldrar än den genetiska fadern och hans eventuella partner .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
318318;hur det materiella blir psykologi som blir arbetsdelning pappans position som förälder i familjen avgörs i hög utsträckning av vilka föreställningar om kvinnlighet och manlighet kvinnan och kvinnan och mannen förhåller sig till .;EXPLICIT;IMPLICIT;IMPLICIT;IMPLICIT
131316;för ensamstående mödrar är andelen hushåll med låg ekonomisk standard betydligt högre än för ensamstående fäder och även över tid behålls detta mönster .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
60840;i 00 av fallen ändras vårdnaden så att den ena föräldern – vanligtvis mamman – får ensam vårdnad och pappan får umgänges­rätt .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
71127;det är självklart rimligt om modern inte anser att den påstådda fadern är just far till barnet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
310463;om barnets föräldrar därefter ingick äkten- skap förvärvade barnet , om det var under 00 år , med automatik faderns efternamn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
360584;faderskapspresumtionen bygger ju på tanken att den i de allra flesta fall anger den genetiska fadern som barnets rättsliga far .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
277586;mamman har inte medverkat i umgänget mellan far och son och har därför fråntagits vårdnaden som i stället tilldömts fadern .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
90720;ett exempel : om ett barn bor hos en mamma med mycket hög inkomst och pappan har låg inkomst , ska pappan bara betala ett mycket lågt underhållsbidrag .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
306961;i större-gruppen finns en besvi- kelse över att den andra föräldern ( oftast fadern ) inte vill engagera sig mer i barnet .;EXPLICIT;IMPLICIT;EXPLICIT;EXPLICIT
291250;i det förstnämnda fallet får barnet en mor och en far , och i det sistnämnda två fäder .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
101601;höjt tak fler föräldralediga pappor en annan väsentlig reform som skulle stimulera fler fäder att ta ut mer föräldraledighet och därmed få mer tid med barnen är en höjning av taket i föräldraförsäkringens pappa- och mammamånader .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
289536;gifta/samboende och ensamstående fäder , framför allt de med små barn , men även de med större barn har minskat sin arbetstid 0000–0000 , medan mödrar har ökat sin.00 sammantaget har skillnaderna mellan könen minskat i detta avse- ende .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
222474;misshandlade kvinnor har ofta svårt att lämna förövaren , eftersom de riskerar att barnen far illa och även används som vapen i den fortsatta kontakten med förövaren , nämligen fadern .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
226315;barn bortrövas oftast av sina fäder , och förtvivlade mödrar vänder sig till ud för att få hjälp .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
333873;man förmodar att ovanstående i praktiken kommer att innebära att de familjerättsliga relationer som enligt nederländsk lag kommer att finnas mellan ett adopterat barn och dess mödrar , respektive fäder , i regel inte kommer att äga giltighet i utlandet .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
61708;idag görs normalt inga medicinska undersökningar av huruvida personen som utger sig vara pappa till barnet verkligen är den biologiska pappan .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
222378;det finns nämligen ingen far i ett lesbiskt förhållande , utan man kommer att ange att ett barn har två mödrar , vilket omöjliggör en relation till fadern .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
199828;för barnets rättssäkerhet måste vi göra något , och självklart även för den andra förälderns , faderns , möjligheter .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
29628;oftast är det pappan som förlorar kontakten med barnet , som emellertid behöver sin far som en manlig förebild .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
61662;i isf : s rapport dubbeldagar – pappors väg in i föräldrapenningen dras slutsatsen att pappors uttag under barnets första levnadsår har ökat och att pappor som tidigare valt att ej ta ut föräldrapenning nu börjat ta ut dagar .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
300079;en så- dan situation är när det inträffar något i nära anslutning till barnets födsel som hindrar att fadern bekräftar faderskapet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
156288;detta gäller om det inte finns någon fader som har rätt till tillfällig föräldrapenning , om modern är avliden eller om fadern avstår från sin rätt till tillfällig föräldrapenning enligt fjärde stycket .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
295053;för 00 procent av barnen hade inga dagar alls tagits ut av pappan , motsvarande för mammor var tre procent .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
109953;den löser heller inte på något sätt det stora problemet med föräldrar ( vanligtvis fäder ) som inte alls bryr sig om att träffa barnet , eller på mödrar som sägs utöva umgängessabotage .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
61202;trots arbetet med att skapa likvärdiga möjligheter för båda föräldrar kvarstår moderns unika rätt att , i de fall föräldrarna inte är gifta , ensam avgöra om fadern till det gemensamma barnet även ska vara vårdnadshavare .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
290903;det bör också krävas att det i barnets hemvistland inte finns någon annan än den gene- tiska fadern och hans eventuella partner som ska anses som barnets rättsliga förälder .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
348209;00 tvång mot fadern de föräldrar som betalar underhåll för barn är till 00 % män , medan samma andel av de föräldrar som tar emot underhåll är kvinnor .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
348079;fadern kunde nämligen i vissa fall svära på att han inte var far till kvinnans barn och därmed gå fri. detta var emellertid ovanligt .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
55624;att barn behöver båda sina föräldrar har den djupare innebörden att de behöver tillgång till , uppskattning av och möjlighet att utveckla alla sina inre delar , de delar som har sitt ursprung i pappan såväl som mamman , och de behöver detta utan att det blir skuldbelagt , nedvärderat eller förnekat .;EXPLICIT;IMPLICIT;IMPLICIT;IMPLICIT
316426;tingsrätten anförde vidare att det inte framkommit något som talade för att det som pappan gjort sig skyldig till mot mammans dotter skulle göra honom mindre lämpad som bo- förälder till sonen .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
306979;"upplevt ansvarstagande framförs främst av mödrar i större-gruppen och innebär att de anser fadern lever ett oansvarigt eller oorganiserat liv som gör dem mindre lämpliga som vårdnadshavare ; det kan vara en far som ofta byter partners och boende eller någon som är dålig på att sköta sitt eget hushåll och sin egen ekonomi .";EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
318086;detta bör sammantaget vara tillräckligt för att ge betryggande garantier för att det verkligen är den biologiske fadern och inte någon annan som fastställs som far till barnet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
92443;som motivering har utskottet anfört att den nuvarande ordningen ger betryggande garantier för att det verkligen är den biologiska fadern och inte någon annan som fastställs som far till ett barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
349219;också det motsatta problemet förekommer dock : att mamman tycker att pappan träffar sina barn för lite .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
209612;ett av de argument som lyftes fram av civilutskottet vid förra årets behandling , och som fortfarande försvaras , var att den nuvarande ordningen ger betryggande garantier för att det verkligen är den biologiske fadern och inte någon annan som fastställs som far till ett barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
277521;i ett annat uppmärksammat fall tilldömdes pappan vårdnaden , trots at t han mördat sitt barns mor .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
125684;i en situation där den genetiska kopplingen är av betydelse för faderskapet , som när barnet har tillkommit genom samlag , kan en undersökning av faderns , barnets och i vissa fall moderns arvsanlag ge svar på frågan vem som är rättslig far till barnet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
317352;detta kan tolkas som att det både är önskvärt att barn får större tillgång till pappan och att barnets sammanlagda tid i hemmet med någon förälder inte minskar .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
142634;försäkringskassan har i sitt yttrande påpekat att som en följd av denna lagstiftning får fadern 00 dagar mer än barnets mor från föräldraförsäkringen .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
95622;scb : s statistik enligt statistiska centralbyråns statistik kan också konstateras att ensamstående fäder har högre faktorinkomster ( faktorinkomst= löneinkomster samt inkomster av näringsverksamhet och kapital ) än ensamstående mödrar - som genomsnitt 000 000 kronor per år mot 00 000 kronor för kvinnorna .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
295242;nuvarande fördelning av föräldrapenning kan också innebära att barnet får sämre tillgång till sina fäder än till sina mödrar .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
317046;000 socialtjänstens utredningar och synen på våldsamma fäder och våldsutsatta mödrar som föräldrar maria erikssons avhandling bygger bland annat på intervjuer med tio familjerättssekreterare , dvs .;EXPLICIT;IMPLICIT;EXPLICIT;EXPLICIT
62973;att som barn förlora en förälder är svårt nog och att pappan begått mordet gör saken än värre och det finns även exempel på barn som själva tvingats bevittna mordet , kanske efter en brutal misshandel .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
7369;0000/00 : lu0 ) om att den nuvarande ordningen ger betryggande garantier för att det verkligen är den biologiske fadern och inte någon annan som fastställs som far till ett barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
299766;faderns arvs- massa kan då kartläggas genom undersökningar av prover från dennes föräldrar , syskon eller andra barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
149824;0 § ett barn , som har fötts utom- ett barn , som har fötts utom- lands och som inte har förvärvat lands och som inte har förvärvat svenskt medborgarskap enligt 0 svenskt medborgarskap enligt 0 eller 0 § men vars far sedan bar- eller 0 § men vars far sedan bar- nets födelse är svensk medborgare , nets födelse är svensk medborgare , förvärvar svenskt medborgarskap förvärvar svenskt medborgarskap genom att fadern anmäler önske- genom att fadern anmäler önske- mål om det innan barnet har fyllt mål om det innan barnet har fyllt arton år .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
83799;dels stärks banden mellan barn och far , dels innebär pappans tidiga delaktighet en betydande avlastning för mamman den första tiden efter förlossningen .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
299818;att det finns en rättsgenetisk undersökning som utesluter att den rättsliga fadern är genetisk far är inte tillräckligt för resning .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
299682;en beskrivning av den rättsliga regleringen om moderskap , fader- skap och föräldraskap finns i kapitel 0 och av internationella instru- ment om barns rätt till föräldrar i kapitel 0 .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
317505;en annan för- säkrad person än pappan kan ges rätt till tillfällig föräldrapenning under tio dagar när det inte finns någon biologisk förälder eller adoptivförälder .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
317559;när de tillfrågas hur de ser på pappors för- äldraledighet instämmer 00 procent i att alla pappor bör ta någon föräldraledighet .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
313865;för det fall tingsrätten i stället hade beslutat att den gemensamma vårdnaden skall bestå , men att barnet skall bo hos sin mor och ha rätt till umgänge med fadern i närvaro av en kontaktperson , är det ett exempel på ett ändrat villkor för utövandet av föräldraansvar .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
290804;om den utländska fastställelsen bara avser barnets genetiska far , kan rättsligt föräldraskap för faderns make eller registrerade partner uppnås genom en s.k .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
57960;detta innebär att barn i vissa fall riskerar att gå miste om sin far endast på grund av att detta är moderns vilja och fäder kan förlora rätten till föräldrapenning och barnbidrag .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
284329;om den frånlevande pappan inte betalar eller inte kan betala får boföräldern inte längre fullt underhållsstöd utbetalat som i dagens regelverk utan får i stället söka bofast och eventuellt ekonomiskt bistånd .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
85764;även den förälder som tjänar bäst ( oftast pappan ) skulle med måttligt inkomstbortfall kunna ta ut föräldrapenning .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
345865;barn kan bli direkt vittne till våldet när pappan/partnern hotar eller slår deras mamma , och dessa barn lever därför i en mycket utsatt situation .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
77092;pappas slag mot mamma blir klara minnesbilder för barnen .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
134716;syftet med den utvidgade behörigheten är dock att förenkla den svenska fastställelsen av den genetiska fadern som rättslig far och att bekräfta det som redan gäller i barnets hemvistland .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
89999;men fadern som har mördat modern har redan bestraffat barnet hårdare än någonting annat genom att beröva detta barn sin moder .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
337183;andelen som träffar pappan någon gång är dock mycket stor bland de yngsta ( 00 procent ) , men betyd- ligt mindre bland de äldre ( 00 procent ) .;IMPLICIT;EXPLICIT;IMPLICIT;IMPLICIT
65931;pappors betydelse och roll för sina barn lyfts fram allt mer och barnets rätt till båda sina föräldrar har präglat de senaste årens lagstiftning , exempelvis reformeringen av vårdnadsreglerna .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
291292;det har däremot ingen betydelse om donatorn är rättslig förälder enligt reglerna om moderskap , fader- skap eller föräldraskap , eller enligt reglerna om adoption .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
328372;många av de barn som tidigare placerades utanför hemmet var barn till frånvarande fäder och ensamstående mödrar som inte klarade av att försörja sina barn .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
149118;tidigare barntillägg inom vuxenstudiestöden kunde bara lämnas till en studerande förälder , normalt fadern .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
206648;men det är inte fråga om att bara för att ett barns mamma jobbar natt ska inte pappan ta det ansvar som det innebär att vara förälder .;EXPLICIT;IMPLICIT;IMPLICIT;IMPLICIT
92444;vi vill också framhålla att den nuvarande ordningen med en faderskapspresumtion då modern är gift inte alltid torde leda till att det verkligen är den biologiska fadern som presumeras vara far till barnet .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
299620;faderskapspresumtionen bygger på tanken att den i de allra flesta fall anger den genetiska fadern som barnets rättsliga far .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
348220;kravet på att modern samarbetar för att fastställa vem som är far kan liksom tvångsåtgärder mot försumliga fäder härledas till 00-talets beslut om förskott på underhåll .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
168410;nuvarande lydelse föreslagen lydelse 0 a § har barn ej förvärvat svenskt medborgarskap enligt 0 eller 0 § men är barnets fader sedan tiden för barnets födelse svensk med- borgare och har han genom slut- ligt avgörande av svensk domstol fått vårdnaden om barnet ensam eller gemensamt med barnets moder eller fått vårdnaden gemensamt med barnets moder genom registrering hos skatte- myndighet , förvärvar barnet svenskt medborgarskap genom att fadern eller , vid gemensam vårdnad , föräldrarna hos den myndighet som anges i 00 § första stycket skriftligen anmäler sin önskan om detta innan barnet fyllt aderton år .;EXPLICIT;EXPLICIT;EXPLICIT;EXPLICIT
221217;i dag utbetalas barnbidraget automatiskt till mamman när föräldrar har gemensam vårdnad , om inte föräldrarna gemensamt anmäler till försäkringskassan att fadern ska erhålla barnbidraget i stället .;IMPLICIT;EXPLICIT;EXPLICIT;IMPLICIT
57234;mammor blir kriminella därför att de inte ser någon annan utväg att skydda sina barn , från de fäder som förgripit sig på dem , än att fly .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
66065;fler dubbeldagar - positivt för kvinnors hälsa och pappors uttag idag finns det tack vare kristdemokraterna en möjlighet för föräldrar att vara hemma samtidigt med föräldrapenning för samma barn i totalt 00 dagar , de så kallade dubbeldagarna .;EXPLICIT;EXPLICIT;IMPLICIT;EXPLICIT
